Pearce's little eyes were fixed on him shrewdly.	48
Pebbles and dirt flew along with hair and fur.	46
Pencils are made from lead.	27
Penguins aren't able to fly, but they can swim	46
People often associate Christmas with tinsel and glitter.	57
People who whisper all the time can be very irritating	54
Perfect is the enemy of the good.	33
Performers, take a bow!	23
Perhaps I don't.	16
Perhaps she had already met her fate a little deeper in the forest.	67
Perhaps that was what those secret enemies were playing for.	60
Perhaps we should join a wine club.	35
Perhaps you're right.	21
Perrault found one with head buried in the grub box.	52
Perseverance is the foundation of accomplishment.	49
Personally, I snuggled up and let my attention wander.	54
Personally, I think he would have played it safe.	49
Perspex is a clear plastic that can sometimes be used to replace glass	70
Persuasion and Emma are well-known novels by Jane Austen	56
Peter felt sick, and leaned heavily on the table	48
Peter is studying to be an engineer.	36
Petrol and Diesel engines are going the way of the dodo.	56
Philip ate lightly of the food which Pierre had ready for him.	62
Philip began to feel that he had foolishly overestimated his strength.	70
Philip bent low over Pierre.	28
Philip bent lower, and stared into the face of the dead man.	60
Philip did not pursue the subject.	34
Philip dropped back into his chair.	35
Philip knew that she was not an Indian.	39
Philip looked back from the crest and saw Jeanne leaning over the canoe.	72
Philip made no effort to follow.	32
Philip produced a couple of cigars and took a chair opposite him.	65
Philip saw MacDougall soon after his short talk with Thorpe.	60
Philip snatched at the letter which Gregson held out to him.	60
Philip stood undecided, his ears strained to catch the slightest sound.	71
Philip thrust himself against it and entered.	45
Philip took a step toward Gregson, half determined to awaken him.	65
Philip was mortified. He begged for a second chance.	52
Philippa kicked the ball, and Jane caught it.	45
Phone boxes or payphones are not so common now	46
Physicists really don't understand what happened during the big bang	68
Pierre obeys me when we are together.	37
Please ask before borrowing my pencil sharpener.	48
Please be careful with the fragile ornament.	44
Please check the inside leg measurement	39
Please check with the harbourmaster before tying up	51
Please clear the gangway or we won't be able to get out	55
Please clear your browser cache and try again.	46
Please confirm our cookie policy.	33
Please consult your physician if you experience any side effects.	65
Please could you draw the curtains?	35
Please cross the road at the zebra crossing	43
Please cycle, walk, or use public transport	43
Please do not patronize me.	27
Please do not think that I already know it all.	47
Please don't embarrass yourself any further.	44
Please don't jay-walk: cross the road at the zebra crossing	59
Please don't keep complaining about my cough	44
Please don't say any more.	26
Please don't sit on the worktop!	32
Please drive on the left.	25
Please enter your passkey now	29
Please excuse me.	17
Please find attached the consignment number of your order.	58
Please get to the back of the queue!	36
Please go around.	17
Please indicate whether you prefer option A or option B	55
Please indicate your cellular carrier.	38
Please join us in celebrating our wedding anniversary	53
Please kneel for the solemn part of the ceremony.	49
Please leave your hat on the hatstand in the hall	49
Please let me know as soon as you can	37
Please mute the sound.	22
Please offer your points and perspectives.	42
Please refer to the manual operating instructions	49
Please register for a postal vote before the election	53
Please ring for room service	28
Please send me the business case for your company’s expansion plan	66
Please sign on the dotted line.	31
Please specify the service provider.	36
Please stop complaining all the time!	37
Please submit your budgets for the next financial year	54
Please tap to edit.	19
Please tick the box	19
Please try not to burst the balloons	36
Please try to keep that crying baby quiet	41
Please turn to page twenty-three in the original document	57
Please use your full address, including postcode	48
Please watch the Youtube video of my daughter's concert	55
Pluto is now considered to be a dwarf planet	44
Poetry, just imagine!	21
Points of view, new ideas, life.	32
Poisoning was suspected.	24
Poor little Crooked-Leg was terribly scared.	44
Popular classical composers include Beethoven, Verdi, Puccini and Liszt.	72
Porcupines are fascinating.	27
Possibly I am letting the thing prey on my mind too much.	57
Possibly just the sharp intake of the breath.	45
Potato crisps are thinly sliced fried potatoes, eaten as a snack	64
Potato is full of carbohydrates.	32
Prams and pushchairs can be accepted on the bus only when folded	64
Prawn cocktail used to be a very popular starter	48
Pray silence for tonight’s speaker.	35
Pregnant, I believe, is what they're generally called.	54
Preliminary spadework must be put in.	37
Prepare for the worst!	22
Presently she began again.	26
Press escape to return.	23
Press the asterisk key after the tone.	38
Prevention is better than cure.	31
Private Eye is a British fortnightly satirical magazine.	56
Proceed with caution.	21
Production is doubling and quadrupling upon itself.	51
Providence had delivered him through the maelstrom.	51
Public transport is extremely efficient.	40
Pull the other one!	19
Punctuality was not something he is known for.	46
Punnets of strawberries can often be bought from roadside stalls in summer	74
Pure and simple.	16
Purvis climbed the platform.	28
Push it away untasted?	22
Push my dinner away, eh?	24
Pushchairs can be folded when the toddler wants to walk	55
Put down your weapons.	22
Put your feet up on my lap.	27
Quaint or not quaint, bizarre or not bizarre.	45
Quick was the disappointment in his face, yet smiling was the acquiescence.	75
Quite absurd, laddie — quite absurd.	36
Quite all right.	16
Quite disgusting, I call it.	28
Quite in order, Tuppy, old man.	31
Quite plainly, she was not in the vein.	39
Quite possibly it may come off.	31
Quite possibly you can, if you have not lost your grip.	55
Quite simple, really.	21
Quite the tortured soul.	24
Rabbits, rats and mice can reproduce extraordinarily quickly.	61
Rachel blushed, embarrassed, as she had never before received a B grade.	72
Racing cars are essential to motorsport	39
Ralph wondered what on earth the Q in his middle name stood for.	64
Raoul yelled, in order to make himself heard.	45
Rather like glue flavoured with beef extract.	45
Rather than eat and drink, he preferred to smoke incessantly	60
Reach for his cheque-book and start writing.	44
Reaching the peak of the mountain was an exhilarating experience.	65
Read me the latest sports statistics.	37
Read my Twitter feed.	21
Read my bio for more info.	26
Reader, I married him.	22
Reading his poetry, a drowsy numbness came over me.	51
Really, it’s most disrespectful of you!	39
Really, she ought to have taught you better manners!	52
Recent advances in modern medicine have been nothing short of astonishing.	74
Reckless driving is the cause of many fatalities.	49
Red-Eye never committed a more outrageous deed.	47
Red-Eye swung back and forth on the branch farther down.	56
Reduce, Reuse, Recycle for a better planet.	43
Refer to the Owner's Manual for further instructions.	53
Refugees are normal people who have been displaced due to natural disaster or conflicts	87
Refugees are vulnerable people.	31
Regardless of the setback, the project continued.	49
Regardless of your political allegiances, you should oppose this cruel bill.	76
Remember to draw your assumptions, before conclusions.	54
Remember we parked in section D three.	38
Remember what peace there may be in silence.	44
Remembering is more satisfying than forgetting.	47
Reminds me of Cannes.	21
Residents must register with the electoral register to be eligible to vote.	75
Result, agony of spirit and no progress.	40
Review the facts, I mean to say.	32
Ricardo sprang across the room and tore open the envelope.	58
Ricardo was in the seventh Heaven.	34
Rice pudding is the ultimate comfort food.	42
Richard loved to involve the children.	38
Richard recollected the time when he used to be a keen cyclist.	63
Right ho, then.	15
Right on the bull's-eye.	24
Right, lets try these new skills out!	37
Ring out those joyful bells.	28
Rob Peter to pay Paul.	22
Rob and Bob went bowling.	25
Robbery, bribery, fraud	23
Robert was most impressed with Mary's prowess.	46
Rock of ages.	13
Rock, paper, scissors is a popular children's game.	51
Romeo and Juliet is one of Shakespeare’s best plays	51
Ron's looking a bit peaky.	26
Roses are red, violets are blue.	32
Run home this moment, and fetch me a pair of gloves and a fan!	62
Running in the corridors is not allowed	39
Saffron rice is expensive.	26
Sam and Patricia watched a film while eating their supper.	58
Sandel would never become a world champion.	43
Santa Claus knows whether you're naughty or nice.	49
Saxon nodded, and the boy frowned.	34
Saxon waited, for she knew a fresh idea had struck Billy.	57
Saxon's onto her job.	21
Say good-bye to your father, Sam.	33
Say it once again, and I'll biff you where you stand.	53
Say there's something you want to say to her.	45
Scarcely had he uttered the name when Pierre's closing eyes shot open.	70
School is cancelled due to the fifty-foot dinosaur ravaging the area.	69
Scientists believe that life on Earth started more than four billion years ago	78
Scotch tape, also known as Sellotape, is very useful for wrapping Christmas presents	84
Scudder had got on to this, but he could not act for a fortnight.	65
Seal the envelope.	18
See for yourself.	17
See how eagerly the lobsters and the turtles all advance!	57
See how high you can make the ball bounce	41
See the length of the body and that elongated neck.	51
See yet again a little.	23
See you Tuesday!	16
See! You’re better than Bruce now.	34
Self-confidence seemed to ooze from the fellow's every pore.	60
Sentence first—verdict afterwards.	34
Separate the yolk from the egg.	31
Seventeen, no, eighteen days ago.	33
Several people are awaiting trial, including John.	50
Sex is a subject that we need to talk about openly.	51
Shake a leg!	12
Shakespeare was a world-famous playwright.	42
Shall I carry you.	18
Shall I tell you something?	27
Shall we build the treehouse up this sycamore tree?	51
Shall we go and get something to eat?	37
Shall we go up in the lift, or shall we take the escalator?	59
Shall we go up in the lift, or take the escalator?	50
Shall we have a jacket potato for lunch?	40
Shall we just get a takeaway tonight?	37
Shall we watch a film at the cinema this afternoon?	51
She absolutely loves dancing and singing.	41
She added, with genuine sympathy in her face and voice.	55
She always ground her own coffee.	33
She announced her intention to conquer the world	48
She announced that the sequel was being pushed back.	52
She appeared not to have heard.	31
She approached with trepidation	31
She ate the last of the pizza	29
She attends classes regularly	29
She avoids artificial fibres such as polyester or nylon.	56
She bought a top-of-the-range car with a hire purchase agreement	64
She bought her daily copy of The Times at her local corner shop	63
She bought most of her clothes from a catalogue	47
She buys most of her clothes at Bring and Buy sales	51
She can be proud of what she’s achieved	39
She can jolly well sing for her supper!	39
She carefully placed the precious envelope in deposit box L and locked it.	74
She carried her clothes in a holdall	36
She caught Toto by the ear.	27
She coughed heavily and then sighed.	36
She cycled along the smooth, metalled road	42
She denied swinging from the chandelier.	40
She despises me now.	20
She displays her environmental credentials by cycling to the shops on her pushbike	82
She dived from the diving board into the swimming pool.	55
She doesn't look it.	20
She emphasised the point by waving her hands.	45
She exhibited, however, no signs of violence.	45
She explained his error to him in words of one syllable.	56
She feigned offense at every opportunity.	41
She fell at the first hurdle.	29
She felt as if she had been used as a punchbag	46
She felt completely wrung out.	30
She finished early that day, and decided to go to the spa.	58
She flung her glass of wine in his face	39
She found history, geography and Latin to be exceptionally boring.	66
She found walking in the woods a very good way to relax	55
She gave a gulp.	16
She gave him a real roasting.	29
She glanced up at my entrance.	30
She got a first for her photography module.	43
She had a bad cough.	20
She had a beautiful bathing costume	35
She had a constant ringing in her ears.	39
She had a pained expression throughout the interview.	53
She had a very smart flat on the second floor	45
She had an electric cooker, but with gas rings rather than an electric hob	74
She had been thoroughly and efficiently mauled.	47
She had cheated, increasing her chances of winning the hand to eighty-three percent	83
She had died from cold and starvation.	38
She had never seen such a strange-looking soldier in all her life.	66
She had never set eyes on it before.	36
She had polished off her salmon, and now put the plate down.	60
She had said the wrong thing.	29
She had scarcely eaten a morsel for several days.	49
She hadn’t heard the rumours that were going around the office.	63
She half closed her eyes.	25
She has an extensive vintage record collection.	47
She has had cataract surgery in both eyes.	42
She has my utmost respect.	26
She hired a transit van when she moved out of her rented flat	61
She hit on the great idea of snail farming.	43
She is a book reviewer and literary critic.	43
She is always hurrying from one appointment to the next.	56
She is an Athlete.	18
She is an expert poker player.	30
She is an intellectual property solicitor in London, specialising in licensing.	79
She is essentially the life-giving, life-conserving female of the species.	74
She is going to cook us a roast for Sunday lunch	48
She is having fun playing with her rubber duck in the bath	58
She is more a friend than an acquaintance.	42
She is refusing to play by the rules.	37
She is training to be a veterinary surgeon	42
She keeps fit by jogging at least twice a week.	47
She kept her little secrets in her pencil case.	47
She knows how devoted you are to food.	38
She knows you simply got cold feet.	35
She laid a quivering hand on his shoulder.	42
She lectured that he needed to change his ways.	47
She liked her bra and pants to be white	39
She likes to have a bath rather than a shower	45
She lives in Scotland, in Edinburgh	35
She looked at me in a pleading sort of way.	43
She looked at me inquiringly.	29
She looked at me, perplexed.	28
She looked like a tomato struggling for self-expression.	56
She loved science, and at school physics and mathematics were her favourite subjects	84
She loved the color mauve.	26
She made a little dolly out of a clothes peg	44
She made a special statement to say sorry	41
She made light work of her sewing.	34
She made use of a small plug-in in Firefox	42
She managed to ascend to the third branch, before falling.	58
She managed to believe six impossible things before breakfast	61
She may have loved me once.	27
She might well be one of my great aunts.	40
She mostly listens to audiobooks and podcasts	45
She must be earning three times the national average.	53
She must have noted your lack of appetite.	42
She must have noticed your supreme sacrifice.	45
She never again referred to it, from that day onwards.	54
She never ate more than half a plateful	39
She nodded, and her eyes grew soft and moist.	45
She obeyed, shrinking back with the baby in her arms.	53
She obtained top marks in her maths exams.	42
She offered him a paltry rate.	30
She offered me a bribe, he said.	32
She ordered the sausages while he asked for a salad.	52
She paid her rent in monthly instalments	40
She passed her driving test on her first attempt.	49
She picked him up and ran toward the balloon.	45
She picked up the necklace and stuffed it into her bag	54
She picks up most of her vintage clothes at jumble sales	56
She pitied him deeply.	22
She popped over yesterday and drank four glasses of wine!	57
She quoted the saying: money doesn't grow on trees.	51
She really hated getting up in the morning	42
She really needed her espresso in the morning.	46
She referred to the answer she gave yesterday.	46
She relied on her cleaner to keep the place free of dust.	57
She said she had a headache.	28
She said with chattering teeth.	31
She sank into a chair, looking a bit shop-worn.	47
She sat across the room.	24
She saw a feline shape stalking through the bushes	50
She saw the answer in his face.	31
She screamed; "run for the cellar!"	35
She seemed about to speak, but I checked her with a gesture.	60
She seemed to come out of a reverie.	36
She seemed to like cheese straws.	33
She seemed to shimmy a bit.	27
She seems so aloof, so remote.	30
She seems to be implying that I can never improve.	50
She seems to feel The stir of life along her keel.	50
She seems to have acquired some bad habits	42
She sewed most of her own clothes.	34
She should have stuck with it.	30
She shut her eyes against the blinding light.	45
She sighed resignedly.	22
She signed a two-year contract at the age of eighteen.	54
She still seems to be in quite a lot of pain.	45
She stood at the side of the pavement, and crossed at the pedestrian crossing	77
She swept down the corridor, looking neither to left nor to right.	66
She thought she was going to be stung.	38
She told me herself.	20
She took a cheese straw.	24
She took another cheese straw.	30
She tried to participate, but nobody listened.	46
She turned in at the hotel.	27
She turned, fearing that Jacques might see what was in her face.	64
She used a cash dispenser to withdraw money	43
She used a plaster to cover a small cut on her little finger	60
She uses SnapChat more than Facebook	36
She wanted to understand how she could license her copyright.	61
She was a brilliant undergraduate who went on to gain first class honours	73
She was a famous Norwegian politician.	38
She was a great fan of country music	36
She was a mature six-year-old.	30
She was a schoolmistress in her younger days.	45
She was a shop assistant at the local shoe shop	47
She was a youthful eighty-year-old, and not at all old-fashioned.	65
She was always promising more than she could deliver.	53
She was both beautiful and young to their eyes.	47
She was built primarily to sail.	32
She was carrying a huge rucksack, with sleeping bag and tent	60
She was cheated of her heart's desire.	38
She was collecting useful things in her bottom drawer	53
She was coughing and spluttering all the way through the concert.	65
She was desperate to train as a fighter pilot.	46
She was even more beautiful than when I saw her, before.	56
She was gobsmacked to be told that she had contracted glandular fever	69
She was his now, forever.	25
She was important, but really ordinary and straightforward.	59
She was in ecstasy.	19
She was kidding you.	20
She was not kidding me.	23
She was pleased to be accepted onto the course	46
She was prosecuted for drink-driving, and she lost her licence	62
She was really fond of her work colleagues.	43
She was sleeping under his protection as sweetly as a child.	60
She was the only female surgeon that I knew.	44
She was thin and gaunt, and never smiled, now.	46
She was thought to be putting on the kettle.	44
She was too much puzzled to make any other remark.	50
She was trying to pass the apron string around him.	51
She was unfairly criticised	27
She was up to her chin in salt water.	37
She was very much attached to me — very much.	45
She was walking by the White Rabbit, who was peeping anxiously into her face.	77
She wasn't able to anticipate the strike.	41
She wasn't able to go swimming as she had a verruca on her foot	63
She wasn't sure whether to buy the estate car, or the saloon version	68
She wasn’t able to get through, as the line was engaged	55
She wasn’t able to shed any light on the problem, unfortunately.	64
She watched him a little anxiously as she took it.	50
She wears woollen clothes or natural fibres such as silk, cotton or linen.	74
She went from hero to zero in a heartbeat.	42
She went to to the chemist to buy her medication	48
She will see you in a totally new light.	40
She will, will she?	19
She won gold at the Olympics on the asymmetric bars	51
She would think you were puffing.	33
She wrapped the presents beautifully.	37
She wrote to me every day, without fail.	40
She'd make a good wife for the cashier.	39
She's a fantastic knitter.	26
She's a professional film critic, and a very good one.	54
She's a slippery customer, no two ways about it.	48
She's always tried to be a domestic goddess.	44
She's broken-hearted about this rift, Tuppy.	44
She's focusing on her studies.	30
She's pining for him.	21
She's probably looking for you now.	35
She's really pushing her luck!	30
She's totally obsessed.	23
She's trying to encourage underrepresented groups to edit Wikipedia	67
Sheldon glanced at the thermometer.	35
Sherbet is sweet.	17
Sherry trifle is the tops!	26
She’ll get me executed, as sure as ferrets are ferrets!	55
She’ll wake up soon, don't worry	32
She’s making me feel really uncomfortable.	42
Shooting pains passed like flashes of electricity through his body.	67
Shortly after he left your room, sir.	37
Shorty turned to their employers.	33
Should I sigh a bit when we meet, do you think?	47
Should I use Keras or Pytorch?	30
Should I use json or yaml in this case?	39
Shout, then, and wake Waterbury.	32
Show me again on the action replay	34
Show me relevant results.	25
Shush! I'm in the middle of a muffin emergency.	47
Sift the evidence.	18
Silence all round, if you please!	33
Silent Night.	13
Silicon Valley is a hub of tech talent.	39
Silly, of course, but there it is.	34
Simmons brought about an early closure..	40
Simmons, take your prize.	25
Simon loves musical theatre.	28
Since then some mysterious force has been fighting us at every step.	68
Since you last saw him, Gussie has been on a bender.	52
Sitting well back in the shadow I watched them carefully.	57
Slice the aubergine.	20
Slow down!	10
Slowly but surely.	18
Slowly that thorn let me go.	28
Smith, Roberts and Jones formed a band.	39
Snakes and ladders is a game of chance.	39
Snakes and ladders is a very popular board game	47
Snakes and scorpions are best avoided.	38
Sneak back to your room and barricade the door.	47
So Hughie and I did the managing ourselves.	43
So a lot that he said slipped clean out of my memory.	53
So cheer up, and give us your paw.	34
So far as flags were concerned, they were beyond all jurisdiction.	66
So have you, Bertie.	20
So he led the way and the others followed.	42
So he ought to.	15
So he walked to the Throne Room and knocked at the door.	56
So here’s a question for you.	29
So many ponies munching; very pretty!	37
So no more discussion, Jeeves.	30
So now I was able to reply with a manly, disarming frankness.	61
So now, as I say, the talk rather hung fire.	44
So on and so forth.	19
So she called softly after it, ‘Mouse dear!’	44
So she said, the irate skipper dashed on.	41
So she set to work, and very soon finished off the cake.	56
So she went in search of her hedgehog.	38
So the Wizard unfastened his head and emptied out the straw.	60
So there it is.	15
So they got their tails fast in their mouths.	45
So they got thrown out to sea.	30
So they had to fall a long way.	31
So unexpected was my charge that I knocked him off his feet.	60
So was Packard's finish suicide.	32
So we could have some respite.	30
So we have to fit the boat throughout with oil lamps as well.	61
So with the bearded bloke.	26
So you've won the Scripture-knowledge prize, have you?	54
So, as I was saying.	20
So, how do you explain that?	28
So, what do you propose?	24
So, what now?	13
Soaked in seawater they offset the heat rays.	45
Soccer is known as Football in England.	39
Social media has taken over our lives.	38
Social media is useful, but scary.	34
Society is shaken to its foundations.	37
Software development can be expensive.	38
Some areas are still closed after the incident.	47
Some cases are just too complex.	32
Some consider that army discipline is good for young people.	60
Some eat turkey for Thanksgiving, but I ate lasagna.	52
Some employers think it easiest just to hire and fire.	54
Some like to fabricate distinctions between a lady and a woman.	63
Some little friction, I gather, regarding Angela's shark.	57
Some of the smaller veins had doubtless been ruptured.	54
Some one had thrust a large sheath-knife into his hand.	55
Some passersby fortunately caught him as he fell.	49
Some people are calling for a software developers' professional code of conduct.	80
Some people like to have vinegar with their chips	49
Some people think it more polite to say napkin rather than serviette	68
Some people use the word toilet, some prefer loo	48
Some places get snow in the winter and others don't.	52
Some plastics consist of composite materials.	45
Some sort of paste on toast.	28
Somebody had written up a list of number plates on the noticeboard	66
Somebody has to address the public policy issues - but not me.	62
Somebody must have shut it.	27
Somebody should say something	29
Somebody stole her from me at Cannes.	37
Someone must have been searching for something — perhaps for the pocket-book.	77
Someone stole the crown!	24
Someone switched on the light.	30
Something about it seemed to fascinate him, to challenge his presence.	70
Something of his former attitude seemed to return to him.	57
Something old, something new, something borrowed, something blue.	65
Something on those lines.	25
Something that Whittemore had not yet said thrilled him.	56
Something vastly more thrilling had come into it now.	53
Sometimes I watch Netflix, and sometimes Virgin Media.	54
Sometimes her dreams were filled with visions.	46
Soon many of you will be walking along Broadway.	48
Soon shall it be thrust back from off prostrate humanity.	57
Sorbet is a type of water ice	29
Sorrier than I can say.	23
Sorry you were troubled.	24
Sorry, I can't see. I've lost my glasses	40
Sorry, I don't know my way around campus yet.	45
Sorry, I missed that.	21
Sorry, I really didn't mean it.	31
Sorry, are you reading that brochure?	37
Sorry, but we need your original birth certificate, not a copy.	63
Sorry, my calendar is full until late next week.	48
Sorry, that book is no longer in circulation.	45
Sound waves aren't able to propagate through a vacuum.	54
Sounds of more broken glass.	28
Soup of the evening, beautiful soup!	36
Sow the seeds firmly in the ground.	35
Speak your truth quietly and clearly	36
Speeding increases the risk of car accidents.	45
Spell-bound, I take it.	23
Spicy baked feta.	17
Spicy prawn and garlic pasta.	29
Spot of pie?	12
Spring onions are very tasty in a salad	39
Stand and deliver, the highwayman said.	39
Stand off butcher and baker and all the rest.	45
Stars God's daisy chain.	24
Start off with the glimmering landscape.	40
Stay and listen; please don't go	32
Steel is easily recyclable.	27
Steel is widely recycled.	25
Stephen caught a huge pike yesterday	36
Stephen unraveled the bandage carefully.	40
Steve grossly underestimated the magnitude of the problem.	58
Stick the stamp on the envelope.	32
Still eating plenty of fish?	28
Still, here I am.	17
Still, there it was.	20
Stop acting like such special snowflakes.	41
Stop harassing me!	18
Stop pestering me!	18
Storms are predicted across the Pacific Ocean.	46
Straight out they swam, their heads growing smaller and smaller.	64
Such a dog the wise driver kills, or turns loose.	49
Such an act was in direct violation of the laws of the land.	60
Such is my passage engaged on the steamer.	42
Such men believe, when they come together.	42
Such things had occurred before, he told Philip.	48
Such things in her brain were like so many oaths on her lips.	61
Suddenly Jeanne stopped for an instant.	39
Suddenly Uncle Henry stood up.	30
Suddenly his fingers closed tightly over the handkerchief.	58
Suddenly she brightened up.	27
Summer solstice is typically June twenty-first, but sometimes it's earlier or later.	84
Summer vacation is the best time of the year!	45
Suppose that's where he's lurking?	34
Suppose they make faces at me.	30
Suppose you saw me at work through the window.	46
Supposing we take a little rest here.	37
Sure, just grab whatever you need.	34
Surely I will excuse you, she cried.	36
Surely everyone keeps a pet mouse in their pocket?	50
Surely no wild beast could wish a pleasanter home.	50
Surely nobody keeps a vehicle in their garage?	46
Surgery for frozen shoulder is not particularly effective.	58
Surprisingly, pink is not one of the colours of the rainbow.	60
Susan repeatedly denied surprising him.	39
Sweet-and-sour chicken.	23
Swiftly his eyes measured the situation.	40
Swiss citizens can very often speak French and German.	54
Ta very much.	13
Tack this picture to the wall.	30
Take any big Teutonic business concern.	39
Take away their foreman and they wouldn't be worth their grub.	62
Take kindly the counsel of the years	36
Take my advice and accept the vacation.	39
Take notes; this is important.	30
Take the road to the South and you will soon reach it.	54
Take your choice!	17
Taken with another fit of cowardice, I cried out for Joseph.	60
Talk about the day I met her.	29
Talk about the sunset.	22
Tap to exit.	12
Technology can augment the physical capabilities of humans.	59
Technology can enable disabled people to become physically capable and independent.	83
Technology is advancing so rapidly, it's hard to keep up.	57
Technology plays a vital role in reaching people following natural disasters.	77
Tell him to Sod Off!	20
Tell me frankly, Jeeves, are you in pretty good shape mentally?	63
Tell me more.	13
Tell me the composition of this material.	41
Tell me, did you turn to Humpty Dumpty?	39
Telling a fellow he was getting a double chin!	46
Temporarily be blowed.	22
Ten minutes had not elapsed since he had dropped the handkerchief.	66
Tensorflow runs faster with a graphics card.	44
Thank goodness that polio has been eradicated.	46
Thank you very much, sir.	25
Thank you. Will definitely investigate.	39
Thankfully the autonomous car detected the obstruction and avoided a collision.	79
Thanks so much for the kind pressie.	36
That Longfellow chap most likely had written countless books of poetry.	71
That accounts for it,’ said the Hatter.	39
That all sounds a bit of a kerfuffle.	37
That animal is a Zebra.	23
That bump looks swollen. It's probably been swelling all night.	63
That came before my A B C's.	28
That cannot do.	15
That cat is constantly shedding hairs.	38
That chap must have been a superb actor.	40
That chocolate tiffin was the best!	35
That cold, pure profile.	24
That completed the weather and news bulletin for the French Riviera.	68
That damned prize-giving!	25
That didn't occur to me until after the war.	44
That doesn't sound true. I bet he's fibbing.	44
That explains why I couldn't make him understand.	49
That had no doubt been taken by his murderer.	45
That includes you, Robert.	26
That is a truly shocking account.	33
That is not my forte.	21
That is the manly policy.	25
That is the strange part of it.	31
That is to say, some time after midnight.	41
That is what distinguishes all of us from the lower animals.	60
That is what will happen to me this afternoon, Bertie.	54
That is why I am, am rattled, he laughed.	41
That just shows the condition this thing has reduced me to.	59
That kind of one-upmanship will ruin their friendship.	54
That little man was clean grit all through, without a soft spot in him.	71
That marmoset that isn't mine; it's theirs!	43
That may very well be.	22
That melody really tugs at the heartstrings, doesn't it?	56
That might be an option, but I doubt it.	40
That mince pie was really tasty.	32
That must be the reason you were so untidy in my dream	54
That must have been quite a shock.	34
That picture's askew, you know.	31
That really doesn't seem appropriate.	37
That really takes the biscuit	29
That retaining wall doesn’t look very secure	44
That seems to be an effective payment plan	42
That wants a pretty steady heart.	33
That was a rough ride.	22
That was an excellent, interesting and important talk.	54
That was an hour ago!	21
That was hardly a generous response.	36
That was my only chance.	24
That was not a nice thing to say	32
That was not vulgar abuse.	26
That was the money I lost at baccarat.	38
That wasn't in the script.	26
That wasn’t difficult, for I’m no slouch at disguises.	54
That watch belonged to my grandfather.	38
That will be a queer thing, to be sure!	39
That will protect the upstairs rooms from water damage.	55
That will require congressional approval.	41
That's Game Set and Match to Murray	35
That's Thorpe's, said the young engineer.	41
That's a bit of a conundrum!	28
That's a classic medieval conundrum.	36
That's a common reaction.	25
That's a crazy coincidence!	27
That's a novel idea.	20
That's a rather specialised item, are you certain it's what your wife would enjoy?	82
That's a very cosy living room	30
That's admirable	16
That's all I ask you to do.	27
That's boring, babe, and you're never boring!	45
That's exactly what I've been thinking myself.	46
That's hardly necessary.	24
That's just pure drivel!	24
That's more like it.	20
That's natural.	15
That's no way to speak to your wife.	36
That's not my role here.	24
That's not new, it's an established convention in the industry.	63
That's not too dusty.	21
That's one of the more alarmist sci-fi forecasts.	49
That's perfectly in keeping with the period	43
That's ridiculous, we're just filming a commercial.	51
That's the largest stretch of fan vaulting in the country.	58
That's the name.	16
That's the sub-foreman, explained Thorpe.	41
That's too hot! Use an oven glove!	34
That's what Carnegie did.	25
That's what I say: What about it?	33
That's where they cut off the Scottish Chiefs and killed all hands.	67
That's why its boundaries are all gouged and jagged.	52
That’s an apocalyptic scenario.	31
That’s an even greater mistake.	31
That’s awesome, he said wonderingly.	36
That’s interesting, I’m actually an animal rights campaigner.	61
That’s just gobbledegook! Please rephrase it in plain English	61
That’s really not obvious	25
That’s the end of my move.	26
The Amazon River is the longest in the world.	45
The Anglo-Saxon language is commonly known as Old English.	58
The Arctic is cold.	19
The Battle Hymn of the Republic.	32
The Beta version will be released soon.	39
The British speed limit on a dual carriageway is seventy miles an hour	70
The Buddha was a teacher, not a god.	36
The Cat only grinned when it saw Alice.	39
The Caterpillar was the first to speak.	39
The Cathedral has a lovely interior.	36
The Celts were expert metalworkers, in gold, silver and bronze.	63
The Churchill narrowed and its current became swifter as they progressed.	73
The Claudine was leaving next morning for Honolulu.	51
The Committee on Committees is a real thing.	44
The Daily Telegraph is a right-wing British newspaper.	54
The Defence Spending Review has revealed a multi-million pound shortfall.	73
The Dormouse slowly opened his eyes.	36
The Duchess took her choice, and was gone in a moment.	54
The Duchess, the Duchess!	25
The Duodenum is part of the small intestine.	44
The Easter Bunny doesn’t really exist.	38
The Eldorado emptied its occupants into the street to see the test.	67
The English solicitor spoke to his Scottish advocate colleague	62
The European Union is a highly successful geopolitical entity.	62
The Fibonacci sequence is surprisingly common in nature.	56
The Fire People, like ourselves, lived in caves.	48
The Fire-Men wore animal skins around their waists and across their shoulders.	78
The First Annual Dodgeball Tournament is about to begin.	56
The Flat Earth Society has members around the globe.	52
The G-force pushed him back against the seat.	45
The Gabriel voice of the Samurai rang out.	42
The Gala was fun.	17
The Haber Process is an industrial process for producing ammonia	64
The Hallelujah Chorus from Handel's Messiah.	44
The Hatter shook his head mournfully.	37
The Heimlich manoeuvre is a lifesaving first aid technique.	59
The Higgs particle has been nicknamed the God particle.	55
The High Court takes appeals from the County Courts.	52
The Holly and the Ivy.	22
The Home Secretary is brazenly refusing to answer any questions	63
The Indian even poked his stick into the thick ground spruce.	61
The Indian felt the worship of her warm in his heart.	53
The Island of Sheep is a book by the Scottish author John Buchan	64
The Italian rancho was a bachelor establishment.	48
